,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
3372,1349409165819727875,ocean girl,Poole,love turtles and the amazing inspirational  people places and animals that keep this crazy world turning,2016-11-24 22:11:17,131,513,5429,False,2021-01-13 17:33:10,@BBCFergusWalsh So-vital vaccine is as efficient as can be so please  @BBCFergusWalsh @IndependentSage @CMO_England… https://t.co/tMdHnBKzyI,,Twitter for iPhone,0,0,False
8314,1396727607517868032,GK,Hyderabad,"#మనమాతృభాషతెలుగు  #TDPTwitter Retweets are not endorsements 
#MedTwitter #Paediatrics #Pediatrics",2018-04-23 06:02:20,1553,4996,26445,False,2021-05-24 07:19:46,"#PfizerBioNTech  vaccine is exceptionally good !

The Pfizer-BioNTech vaccine was 88% effective against symptomatic… https://t.co/YuTHEGIZFt",['PfizerBioNTech'],Twitter Web App,3,1,False
3438,1351505825974644738,Girish Aidasani,"Dubai, Mumbai",Live and let live,2011-01-27 18:31:59,116,160,976,False,2021-01-19 12:24:33,@JassimAlseddiqi Which one #sinopharm or #PfizerBioNTech  💉 ?,"['sinopharm', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
6751,1371860940308758530,Sera,Kuwait,,2021-02-27 09:36:02,12,26,13,False,2021-03-16 16:28:30,Hello World i am coming 🎈 #PfizerBioNTech #wanderlust https://t.co/LCfPdP9sSY,"['PfizerBioNTech', 'wanderlust']",Twitter for iPhone,0,0,False
9604,1424317157874282502,COVID19Infovaccines_en,,COVID-19 vaccines and vaccination explained. Videos and podcasts for health workers and the public to address common questions about COVID-19 vaccines.,2021-04-13 12:42:51,1,4,0,False,2021-08-08 10:30:47,Can people still get COVID-19 after being vaccinated with one or both doses and can they transmit the virus to othe… https://t.co/908eLTJ70j,,Twitter for iPhone,0,0,False
9158,1417998126124777472,crypto manu (ella) 🚀,,"#LoveGod woman in Crypto
#superstraightwoman #XY",2017-02-16 15:26:34,838,335,38554,False,2021-07-22 00:01:13,"IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE
#VaccineInjury #VaccineSafety #Fauci #VaccineReactions #VaccineDeaths… https://t.co/kzGH8q3hSs","['VaccineInjury', 'VaccineSafety', 'Fauci', 'VaccineReactions', 'VaccineDeaths']",Twitter Web App,1,0,False
8363,1396247956118982657,Oceanner,,,2020-05-25 10:45:39,333,294,435,False,2021-05-22 23:33:48,New data showing #PfizerBioNTech  has a 90% against #B16172 Variant while Oxford Astrazeneca carries a 60 % protect… https://t.co/vSEbySxax6,"['PfizerBioNTech', 'B16172']",Twitter for Android,0,0,False
1112,1342368080333217792,Treta,"Mumbai, India","MIVDO & BANDHU❇️ Bharat Ke Apne Apps • On Google Play Store
ON THE DOT • Stories around the Globe.
#MakeinIndia to #Makefortheworld
@ Aditya: 9833026960",2020-06-30 02:26:44,697,154,83,False,2020-12-25 07:14:25,"Pfizer vaccine causing more allergic reactions than expected

https://t.co/UqIXzqMR8C

#coronavirus… https://t.co/sZljzwyS81",['coronavirus'],Twitter Web App,0,0,False
523,1339319552426057737,Wayne Cleghorn,London | EU | Global,#Privacy #DataProtection #GDPR #CCPA #Cybersecurity #AI #Fintech problem solver. #DigitalTransformation & #DataBreach expert. CEO & #DPO. My views. RTs are FYI,2010-09-20 14:02:54,617,1466,3963,False,2020-12-16 21:20:39,A celebration: @BioNTech_Group’s Ugur Sahin and Ozlem Tureci are @FT’s People of the Year 2020. #COVID19… https://t.co/YAwWH3Ah8T,['COVID19'],Twitter for iPhone,0,0,False
1677,1343610840474398720,Jayesh Khabar,"Dubai, United Arab Emirates",,2009-02-08 09:03:23,109,68,438,False,2020-12-28 17:32:42,"So, got dad to take the #Pfizervaccine. Incredibly lucky to get the opportunity to have the most vulnerable member… https://t.co/PmiVKJJ3Ei",['Pfizervaccine'],Twitter for Android,0,1,False
1493,1341187072065859584,Vix,Malaysia,"Be thankful, for you are about to be willed out of existence
#biohacking #lifehacking",2016-12-23 06:27:56,11,87,140,False,2020-12-22 01:01:30,Noor Hisham says it takes 90-120 days for Malaysia to vet Pfizer vaccine. People are dying and Malaysia is slow ass… https://t.co/FhL3bQNv71,,Twitter Web App,0,0,False
5006,1356206304621166595,Afrah Taher,In between Dubai and Ireland,Supposedly a doctor!,2009-05-09 20:14:43,105,313,1485,False,2021-02-01 11:42:34,21 days later.....second dose of covid 19 vaccine done ✅ @pfizer @HSELive #Pfizervaccine #PfizerBiontech,"['Pfizervaccine', 'PfizerBiontech']",Twitter Web App,0,1,False
10542,1441825095786262537,Evan#freewillmatters,,,2021-08-25 15:00:08,5,23,438,False,2021-09-25 18:01:05,VAERS report almost one month apart...many more people are experiencing the adverse effects.… https://t.co/qUtDLY0kVJ,,Twitter for Android,0,0,False
6726,1369794407025713156,ChristinaDeweyMD,"Minneapolis, MN",Passionate Pediatrician. Marvelous Mom. Children/Vaccine Advocate. #RAwarrior #Resilient #tweetiatrician #PositivelyPowerful #ChampionofYES Tweets my own,2018-01-29 01:12:35,5617,3497,44394,False,2021-03-10 23:36:50,"#ThisIsOurShot to get back to #PureBarre‼️💪❤️👊
So excited to be back at the studio today &amp; to be #FullyVaccinated‼️… https://t.co/c2sV9FbNb4","['ThisIsOurShot', 'PureBarre', 'FullyVaccinated']",Twitter for iPhone,4,16,False
3266,1349106037161406473,Louise Calvert,"England, United Kingdom","Access to nursing student 
DMU 2021 Adult Nursing
Wanting to specialise in Intensive Care",2020-11-23 20:21:00,20,40,8,False,2021-01-12 21:28:39,I got vaccinated last week 💙🌈✌🏼 #COVIDVaccination #PfizerBioNTech https://t.co/PnUqJVeILn,"['COVIDVaccination', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
5770,1362666919774605312,Kaleem.akhtar@hotmail.com,,"Lead pharmacist promoting information around health inequalities.
Currently working on covid vaccination uptake in BAME community.",2021-02-19 06:54:21,5,34,0,False,2021-02-19 07:34:45,"Are Covid vaccinations available in the UK Halal?
Watch the video below for answer.
#vaccine #COVID #COVIDVaccine… https://t.co/9D5APSXNgt","['vaccine', 'COVID', 'COVIDVaccine']",Twitter for Android,0,0,False
8534,1397873895332626432,Kevin | كيفين‎ | ケビン | קווין | 凯文 | Кевин | 케빈,,"From Emerald Coast, Brittany ""BrEUton""🇪🇺over Gulf shores; I remember / That born under the lys 🇫🇷 🇨🇦/ I grow under the (desert sand) rose 🇶🇦 🇴🇲",2015-04-05 16:37:50,224,1453,264,False,2021-05-27 11:14:42,"#race against #time ! Here is a giant vaccination centre, dubbed a “vaccinodrome”, as european governments race to… https://t.co/GC63HOuuDj","['race', 'time']",Instagram,0,0,False
7408,1377576485897134088,The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,53405,222,775,True,2021-04-01 11:00:03,"The shot was also 100% effective in preventing illness among trial participants in South Africa, where a new varian… https://t.co/cTq5kU2ZFu",,TweetDeck,0,2,False
1714,1343297443564318721,"Louai Razzouk, MD","New York, NY",Cardiologist (interventional). Lifelong student & educator. Patients first. Opinions are my own & not medical advice.,2017-02-27 13:48:47,267,256,847,False,2020-12-27 20:47:22,"Reason we don’t worry about Polio, Measles, Diphteria, Tetanus, Pertussis, Rubella, Measles &amp; other pathogens? Beca… https://t.co/ePlcUDAHH3",,Twitter for iPhone,2,35,False
7880,1384470429608382465,EU in Bosnia and Herzegovina,Sarajevo,Delegation of the European Union to Bosnia and Herzegovina & EU Special Representative in #BiH 🇪🇺🇧🇦 Follow our Ambassador @josattler,2011-07-21 07:27:36,15400,751,2257,True,2021-04-20 11:34:07,"Impportant news today❗ 

#BiH 🇧🇦 will receive 213,822 #PfizerBioNTech  💉 for frontline workers &amp; most vulnerable gr… https://t.co/XJBjZSDbFB","['BiH', 'PfizerBioNTech']",Twitter for Android,3,8,False
8916,1404764646825943046,syntax;,,Psalms 9:10,2012-08-28 23:14:53,127,619,6828,False,2021-06-15 11:36:05,I was vaccinated for covid-19 with Pfizer vaccine 3 days ago. I've had no side effects whatsoever. #PfizerBiontech… https://t.co/K2ccuwrLGj,['PfizerBiontech'],Twitter for Android,0,0,False
9928,1430051193061969928,Samantha Goerling,,Senior Presenter and Markets Reporter @themarketherald. Views my own.,2017-12-03 23:56:43,487,1316,1616,False,2021-08-24 06:15:48,"US FDA grants first full approval for COVID-19 vaccine to Pfizer-BioNTech.

Biden urged individuals to get vaccinat… https://t.co/P7lLnGHneS",,Twitter Web App,0,0,False
9503,1422526648503705638,note bot,"Ankara, Türkiye","pin-bot on tw. rts and likes are collected items in fields of psych, pol, health mostly. currently fixated on the terror and plunder, disguised as public health",2013-06-01 21:13:06,3539,2261,71573,False,2021-08-03 11:55:56,Another heavy side effect that is unreported. It is a massive assault on public health to coerce zero-risk young pe… https://t.co/UJ1ArBsaMi,,Twitter for iPhone,1,4,False
2330,1346497173211521035,ParamedicLou,,,2020-01-22 17:42:49,12,45,907,False,2021-01-05 16:41:57,Officially a member of the #PfizerBioNTech club..... #PfizerVaccine #COVID19 #CovidVaccine https://t.co/Jnsk0CmK9V,"['PfizerBioNTech', 'PfizerVaccine', 'COVID19', 'CovidVaccine']",Twitter for iPhone,0,0,False
2774,1348157029630812161,nabardeakharin,,,2019-11-10 00:37:50,101,152,43269,False,2021-01-10 06:37:38,"https://t.co/vWraGhXBoL
Khamenei’s Red Crescent announced a ban on the import of 150,000 #PfizerBioNTech #vaccines.… https://t.co/xCptWqF8CY","['PfizerBioNTech', 'vaccines']",Twitter Web App,0,0,False
9393,1420417128516177920,"Paramjit /Perry/ Kahai, Ph.D.","Auburn, AL (USA)","Auburn graduate (MS '88; PhD '94); die-hard AU fan.  War Eagle, y'all :-). Professor of MIS & IT; Security, Web Programming, Networking, Cloud, & Database.",2009-03-18 00:29:30,83,90,1997,False,2021-07-28 16:13:28,"What they did say, though, that if they ""contract"" #COVID, most will not get severely sick. No vaccine is 100% effe… https://t.co/RTF4rP6wih",['COVID'],Twitter for Android,0,0,False
2695,1347456011712528384,Post-Polio News (ppn),United Kingdom,"Edited by Chris Salter (@theOTt), a polio survivor, ppn is a free online news cutting service specialising in, but not limited to, polio & post-polio issues.",2010-05-19 15:28:51,2483,5002,659,False,2021-01-08 08:12:02,"#Opinion: Covid-19 vaccines: to delay or not to delay second doses | @bmj_latest
https://t.co/US1D04oRHs #SARSCoV2… https://t.co/34PoTbIcAb","['Opinion', 'SARSCoV2']",Buffer,0,0,False
7278,1375152915602636800,Alexander Spinelli 🏳️‍🌈,,Engagement Editor @statnews. Contact for #STATMadness. #NH based. Father to Mylo+Togo. Partner to Paul. #Gardener. Lover. Dreamer. He/Him. Views are mine.,2016-09-09 17:40:48,549,1812,11206,False,2021-03-25 18:29:38,Pfizer and BioNTech said Thursday they are beginning a study aimed at showing their Covid-19 vaccine can be used in… https://t.co/lCx0Hnnmba,,Twitter Web App,17,27,False
7836,1381739233774338054,Melanie Nagy,,"Journalist and CTV National News BC Bureau Chief.Covering news across my province,Canada and around the world.https://t.co/bmzgb8TCmO",2011-04-25 21:47:57,5730,2020,3715,True,2021-04-12 22:41:19,"#BC #COVID19 Update:Dr.Henry is asked about vaccine supplies.She calls #PfizerBioNTech the ""work horse"" of the prov… https://t.co/zbBs5Yzpnc","['BC', 'COVID19', 'PfizerBioNTech']",Twitter Web App,0,0,False
8356,1396368206189584384,Na Teuk Hang🇸🇬,Republic of the Philippines,"Therefore, if anyone is in Christ, he is a new creation; old things have passed away; behold, all things have become new.",2019-10-02 14:28:53,205,160,639,False,2021-05-23 07:31:38,"Thanks God 🙏fully vaccinated na!
Thank you SG 🇸🇬🇸🇬💕💕🤗
#PfizerBiontech 💕 🥰 https://t.co/hkwdtWHnXE",['PfizerBiontech'],Twitter for iPad,0,4,False
9806,1428743055293796353,Marcel 👉 uitgeslapen en wakker 😃,Ergens aan zee,het glas is altijd half vol en het masker is altijd helemaal af😃 🇸🇪🇳🇱,2021-03-30 14:34:30,775,1866,2394,False,2021-08-20 15:37:43,Breaking #PfizerBioNTech Covid-19 vaccins breken  immuniteit tegen andere virusinfecties af. 👇👇👇👇👇 https://t.co/cRCFH45Gkc,['PfizerBioNTech'],Twitter for iPhone,1,4,False
1450,1341306611130765312,The Logical Indian,India,"Handpicked, newsworthy stories which deserve the attention of a rational generation.
https://t.co/u8aJrTvzxw",2013-12-27 19:58:01,88777,2072,2479,True,2020-12-22 08:56:31,"Singapore has become Asia’s first country to receive the delivery of #PfizerBioNTech #COVID vaccine on Monday, Dece… https://t.co/6cde2qmTyr","['PfizerBioNTech', 'COVID']",TweetDeck,0,3,False
3361,1349420842623660032,Denise Moffett.RN,Jerrettspass. Northern Ireland,"wife, mother, nurse, daughter of the king.",2015-10-23 08:24:53,57,164,1327,False,2021-01-13 18:19:34,Great welcome at our first care home today-homemade scones were yummy!! #team2 #CovidVaccine #PfizerVaccine… https://t.co/24hGzh3eYm,"['team2', 'CovidVaccine', 'PfizerVaccine']",Twitter for Android,0,4,False
9829,1428518317954793473,FactPro,,"Latest Current Knowledge
Instagram - @current.knowledge.base",2017-11-12 20:58:17,822,570,449,False,2021-08-20 00:44:42,"#UK Study Shows Booster Jabs May Be Needed For #DeltaVariant 

#COVID19 #DeltaPlusVariant #COVIDVaccination… https://t.co/kqQusLXhke","['UK', 'DeltaVariant', 'COVID19', 'DeltaPlusVariant', 'COVIDVaccination']",Twitter for Android,0,1,False
5457,1359568142343802881,Frankie,Oregon/Greece/Cyprus,I'm a girl. 👩‍💻😸💄,2016-11-22 23:17:22,158,821,3951,False,2021-02-10 18:21:19,""" People with pre-existing medical conditions were more likely to require medical assistance or hospitalization aft… https://t.co/uNwiow4CqK",,Twitter for Android,0,0,False
2315,1346515812006424577,LaPontoressa,"Firenze, Toscana","Motivated ,Coloured and Exuberant PhD Student in Chemical Science.
""don't judge a book by its cover""",2011-12-26 19:49:46,40,64,86,False,2021-01-05 17:56:01,"Trying to understand how the mRNA #vaccine works, can you recommend me any interesting papers about this topic?… https://t.co/Ze011ZEe3M",['vaccine'],Twitter for Android,1,1,False
9570,1423798851094253571,Okie Matu,"Kuching, Sarawak",,2017-06-08 12:19:56,57,138,8229,False,2021-08-07 00:11:13,"vaccination day
#PfizerBiontech",['PfizerBiontech'],Twitter for Android,0,1,False
5683,1361688008118984708,🕷Financial Bear 3.5%,#KeepFightingMichael,"Pro the EU for the opportunities it offers citizens.Lower tax,less authority, power to the people not politicians. Love coffee,running, Formula-E",2012-03-10 08:03:36,1684,927,29949,False,2021-02-16 14:44:54,Johnson does not follow the science but algorithms. Has someone told him algorithms are only as good as the program… https://t.co/LhaZOGgA8s,,Twitter Web App,1,0,False
2786,1347981483756154882,105.5 The Dove,"Tampa Bay, FL",Christmas Favorites.,2012-06-14 15:23:54,2797,4510,770,False,2021-01-09 19:00:04,"New info everyday on the COVID-19 vaccines, where to get them, how effective are they in Coronavirus - What You Nee… https://t.co/UV1vo0WflY",,SocialNewsDesk,0,1,False
2885,1347718436038840322,William Whö ♿,"Oakville, Cambridge","#HCDSB Educator on wheels: literally ♿  | Faculty, educator, researcher, sport shooter, #disABILITY Law, universal design, ANTI #ABLEISM",2008-09-21 03:00:24,3674,4967,16440,False,2021-01-09 01:34:49,"#PfizerBioNTech #vaccine NOT affected by mutation seen in #UK and #SouthAfrica contagious coronavirus #variant , st… https://t.co/EvB7DsnM1f","['PfizerBioNTech', 'vaccine', 'UK', 'SouthAfrica', 'variant']",Twitter for iPhone,1,2,False
8580,1397417209723604995,Mashable Southeast Asia,Malaysia,"News, inspiration, and fun for the connected generation in SEA. 

Follow us on...
Facebook: https://t.co/bP7gsSUVT0
Instagram: https://t.co/CgxoDczLAv",2015-04-23 13:40:52,4261,30,59,True,2021-05-26 05:00:00,"Promising. 🤔
#MashableSEA #Science #Study #PfizerBioNTech #AstraZeneca 

https://t.co/uOlJXFW3kG","['MashableSEA', 'Science', 'Study', 'PfizerBioNTech', 'AstraZeneca']",Twitter Web App,1,1,False
9858,1428280056913215492,ThreadBear 🇵🇸 Ex-Labour🌹 #NHS 💙 #BTC #NFTs,Centre Left,"Democratic Socialist, Atheist, Humanist, Husband & Father. Longing for a fairer, more compassionate & inclusive society.",2019-07-07 11:51:41,524,1585,8197,False,2021-08-19 08:57:56,"Say What Now!? 🤯

#PfizerBioNTech 💉  #Israel  🇮🇱 https://t.co/QvuUKSHQrX https://t.co/3zLZUDw12n","['PfizerBioNTech', 'Israel']",Twitter Web App,0,0,False
7601,1377923429391859716,Digambara Patra,"Beirut, Lebanon","Professor of Chemistry, American University of Beirut;
Tweet: Personal;
Retweeet/Likes: Not endorsement.",2009-06-30 08:37:28,1323,67,5693,False,2021-04-02 09:58:40,Vaccination in #Israel and #UK has reduced #Covid_19 cases dramatically. Seems #PfizerBioNTech vaccine has better r… https://t.co/VkXCcNXDMh,"['Israel', 'UK', 'Covid_19', 'PfizerBioNTech']",Twitter for iPhone,1,26,False
6570,1367829001302138882,770 CHQR Global News Radio,"Calgary, AB",Calgary’s Breaking News and Conversation Station.,2010-12-01 17:49:25,17023,933,809,True,2021-03-05 13:27:01,"437,000 Albertans aged 65 to 74 will be eligible to apply for vaccine appointments starting Monday Mar. 15.… https://t.co/wD9rq6Vj2e",,SocialFlow,1,2,False
10543,1441820403085692937,Trent Hamilton,Earth,,2021-09-10 21:06:40,24,138,848,False,2021-09-25 17:42:26,"COVID-19 resources in the thread. First, please give yourself one hour to watch this documentary. #vaccineinjuries… https://t.co/ZN2OUztvRq",['vaccineinjuries'],Twitter Web App,0,0,False
7959,1382997511628021760,ÁngelaRoiué,"Santander, Spanien","Journalist, with every single letter. ❤️ Audio. Currently @ejcnet Project Manager. Advocate of climate&sustainability, immigration&humanrights, feminism.",2011-06-24 17:40:46,349,726,3124,False,2021-04-16 10:01:16,How to end your week in a good mood? Receiving the news that your mum will be vaccinated against #COVID19 this Sund… https://t.co/2Ro3tnTHrq,['COVID19'],Twitter Web App,0,2,False
8390,1399460949548011520,Vickram,Hyderabad - Chennai - Ottawa,,2010-06-09 17:33:09,77,140,54,False,2021-05-31 20:21:05,Vaccine Check - Got my first dose of vaccine for Covid - 19 today. #PfizerBiontech #staysafe #safeworld https://t.co/bdR8rQ4W7k,"['PfizerBiontech', 'staysafe', 'safeworld']",Twitter for Android,0,1,False
9848,1428324527914762243,JP Goriding,Surigao City,follow my snapchat/Instagram: @jpgoriding,2010-06-21 14:25:31,29,215,519,False,2021-08-19 11:54:39,Got vaccinated! ✅first dose #pfizerbiontech #COVID19Vaccine https://t.co/YudWJJngBW,"['pfizerbiontech', 'COVID19Vaccine']",Twitter for iPhone,0,0,False
8332,1396502769876586499,Naveed Afzal,"Massachusetts, USA","Data Science & Analytics | AI | Strategy & Leadership | Ph.D. | A proud Pakistani-American who wants to see a progressive, corruption-free & peaceful Pakistan.",2009-06-30 08:12:05,101,47,9457,False,2021-05-23 16:26:20,"Alhumdulillah! Fully vaccinated. Please get vaccinated, protect yourself &amp; your loved ones. #vaccinated… https://t.co/sm8qtf3f3n",['vaccinated'],Twitter for iPhone,0,2,False
2293,1346571604088729600,Michael Shiloh,USA,Physician-scientist (Infectious Diseases; Immunology; Microbiology) @UTSWnews. @Eagles @sixers @warriors @Arsenal. All views my own.,2008-06-30 22:41:05,1283,663,1548,False,2021-01-05 21:37:43,Got my booster #PfizerBioNTech vaccine. You know what I’m going to do now? Still wear my mask when outside and at w… https://t.co/Ql432KdmYV,['PfizerBioNTech'],Twitter for iPhone,5,114,False
6868,1371392334265466882,Whats##in##a##Name,,,2009-03-15 11:49:37,419,774,817,False,2021-03-15 09:26:26,https://t.co/PQWAs2Hpr0 - The experience #Pfizer leads into the State of #Israel was conducted in violation of the… https://t.co/zmGr6bGHxT,"['Pfizer', 'Israel']",TweetDeck,0,0,False
9992,1429839863252230145,Darian Meacham,"Brussels, Belgium","Bruxellois. Philosopher. Europe, technology, politics, and complaining mostly. Wannabe SJW. Editor JBSP. RT not (always) endorsement.",2012-06-03 12:10:02,1115,3596,4915,False,2021-08-23 16:16:03,"Now that the @US_FDA has given full approval to the #PfizerBiontech vaccine, many #highereducation
institutions are… https://t.co/ZieAIMuZH1","['PfizerBiontech', 'highereducation']",Twitter for Android,0,0,False
7285,1375098842211872772,Ark Agency,London,Creativity that delivers,2017-12-22 17:05:00,41,57,38,False,2021-03-25 14:54:46,Data of the day: Some amazing results from Israel's vaccination campaign. With roughly 72.5% of the eligible popula… https://t.co/MrHOhNAPUK,,Twitter Web App,0,1,False
7398,1376219831716941828,Elizabeth Gay 💙,"London, England","3rd Yr Nottingham Med Student.
PHEM/EM/Anaesthetics/HEMS/Expedition Med aspirations.
CFR for EMAS with @uonresponders. She/Her",2016-04-13 20:07:14,941,1660,16479,False,2021-03-28 17:09:11,Super grateful and relieved to have my second covid vaccine dose. My sore arm just shows it's working. Bring on the… https://t.co/r4HTtBv8FV,,Twitter for Android,0,18,False
2898,1347667361625747456,Aimée Vester,"Atlanta, GA",MS4 @EmoryMedicine | Environmental Health PhD @EmoryRollins | Future Pediatrician | #DoubleDocs #ForeverGoBlue | views my own,2015-05-22 13:13:27,677,854,4231,False,2021-01-08 22:11:52,So grateful for the opportunity to be vaccinated and help vaccinate with @FultonHealth at @MBStadium today! ~1400+… https://t.co/AyoS1pSNS2,,Twitter for iPhone,0,41,False
9740,1427758274322042887,bizbahrain,"Manama, Kingdom of Bahrain",Your first comprehensive Bahraini business portal | Get the latest business news updated daily | All business sectors covered | Monthly print issue,2012-09-05 08:30:20,5874,1845,2338,False,2021-08-17 22:24:33,#Boosterdoses approved for the #immunocompromised and people over 60 who are fully vaccinated with #PfizerBiontech… https://t.co/FPVjIe1RF0,"['Boosterdoses', 'immunocompromised', 'PfizerBiontech']",Twitter for Android,1,0,False
6058,1364219840081387522,Dr. Maimuna Majumder,"Boston, MA, USA","Faculty at @harvardmed & @Bos_CHIP. Alum of @MIT (PhD/SM), @HPDSLab, @healthmap, @TuftsUniversity (MPH/BSEng), & @icddr_b. Married to @imran_malek. She/They/Dr.",2012-09-01 19:43:21,30094,425,21918,True,2021-02-23 14:25:30,"~21 hours after #PfizerBioNTech #vaccine Dose 2 and I have a 100°F fever, cutaneous hyperesthesia, &amp; restless fatig… https://t.co/QRJGsRVxmu","['PfizerBioNTech', 'vaccine']",Twitter for iPhone,3,26,False
8533,1397880869487009795,💖 Bare Hege 💖,"Gjøvik, Norge","Ufør kattedame.
Natur-og dyrevern, miljø, helse og velferd.
Feminist, sosialist, cis, pan, kinky.
She/her.

In love. 😍

#pwME 
🌈♿

Insta: barehege_insta",2017-11-18 09:45:18,839,587,79534,False,2021-05-27 11:42:25,"I don't want to jinx it, but it's been over 24 hours since my first jab and I've had no side effects! #pwME #PfizerBioNTech","['pwME', 'PfizerBioNTech']",Twitter Web App,0,16,False
3394,1349355414379524098,Jehna (Jeh) D,Vancouver 🇨🇦| London 🇬🇧,Wonk-identified human. Factivist. Medical student. 🇺🇸-politics spectator. Canadian. 🇨🇦 Queer. 🏳️‍🌈 #maddow fan. 🦓 #MedTwitter She.,2011-05-11 07:58:03,1450,1638,8223,False,2021-01-13 13:59:35,"Just got my first dose of the #PfizerBioNTech vaccine. Unfortunately my deltoid was a little shy during the event,… https://t.co/WWHSa8l5xy",['PfizerBioNTech'],Twitter for iPhone,0,4,False
1880,1344183163195682816,Douglas Herbert,Paris,"TV commentator at @France24, based in #Paris. This feed is less about the “news” than about the rich panoply of life beyond our studios. Teach at @sciencespoEDJ",2009-02-27 17:18:30,9139,2313,1250,True,2020-12-30 07:26:54,A #Moscow medical clinic is working to bring the #PfizerBioNTech &amp; #Moderna vaccines to #Russia as soon as possible… https://t.co/s66ozwxPO7,"['Moscow', 'PfizerBioNTech', 'Moderna', 'Russia']",Twitter for iPhone,0,3,False
3746,1350575748248047618,The Nurse Bromo 🐝,Avi is me,29 | Gaymer | The guy you want to bring home to your parents | Views/opinions are mine and mine only,2014-02-12 11:28:56,15264,1991,26706,False,2021-01-16 22:48:45,"Second dose of #PfizerBioNTech vaccine today ✅ 

I will keep y’all updated if you want on my experience. Dose given… https://t.co/Yhneafe1wT",['PfizerBioNTech'],Twitter for iPhone,5,263,False
10341,1437534517431001096,Derek James 💙 🇪🇺 #RejoinEU,EU Citizen,Political commentator. Holding UK Tories and US Republicans to account for their anti-democratic actions and abuse of power. All opinions are my own.🕷,2014-09-01 10:21:13,42623,4309,117662,False,2021-09-13 21:51:51,#PfizerBiontech say they should have a #Covid19 vaccine available for children aged 5 - 11 by the end of October 2021.,"['PfizerBiontech', 'Covid19']",Twitter Web App,8,45,False
6392,1366566760384667649,Lib Lady Army Veteran😷🌊🇺🇸,"Planet Earth A, Reality",Female Army Veteran/Single mom 👩‍✈️🌊   I speak my mind. I love rock/roll! #MeToo #WallOfVets #VeteransForBidenHarris #VoteBlue #BlackLivesMatter #CatLady,2019-03-22 18:12:34,3303,4596,66539,False,2021-03-02 01:51:19,"❤❤❤❤❤❤ as a single mom, this vaccine from my VA @DeptVetAffairs means so much to me! In 6 weeks I can relax, a litt… https://t.co/GeZX3aUBb3",,Twitter for Android,2,2,False
752,1339488067040763904,Spotlight,"Cape Town, South Africa","In-depth, public interest journalism. Published by @tac and @section27news. Editorially Independent. Member of SA Press Council.",2016-05-22 09:22:14,2188,2016,3808,False,2020-12-17 08:30:16,"#vaccines Timeline for approval of #PfizerBioNTech in Europe.
https://t.co/7z0zCQDz7f","['vaccines', 'PfizerBioNTech']",Twitter for Android,0,0,False
7456,1377312123089530887,Kate Dougherty,,Wake Forest ‘20 • Medical Scribe at the University of Miami Sylvester Cancer Center,2020-10-25 00:32:05,22,78,274,False,2021-03-31 17:29:34,Half way vaccinated!! #PfizerBioNTech #vaccinated #COVID19 https://t.co/uhzAZDuoxX,"['PfizerBioNTech', 'vaccinated', 'COVID19']",Twitter for iPhone,0,5,False
2752,1347262429835747335,"Whitney Hendrickson, MD","Durham, NC",I wear a mask as it shows Respect. Urogynecology fellow @dukeobgyn and Outdoor enthusiast. Passionate about #Research #datascience #FPMRS and #WomensHealth,2013-05-26 18:54:04,188,303,549,False,2021-01-07 19:22:48,Well that felt good!! Joining the ranks of the halfway #covid19 #PfizerBioNTech vaccine club!! 💉🦠 #scienceisawesome… https://t.co/zPdAuKVa35,"['covid19', 'PfizerBioNTech', 'scienceisawesome']",Twitter for iPhone,1,14,False
7181,1376816832955310083,IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,62784,45,137,True,2021-03-30 08:41:27,#PfizerBioNTech (@pfizer) and #Moderna's #Covid19 vaccines are highly effective in preventing infections in real-wo… https://t.co/KChb0VZmgd,"['PfizerBioNTech', 'Moderna', 'Covid19']",Twitter Web App,1,3,False
7263,1377767950187433991,Allen Heyliger,,"My second debut single ""Elephant In The Room"" IS OUT NOW!!",2016-04-24 21:08:57,26,449,113,False,2021-04-01 23:40:51,Got my #firstdose #of the #COVIDvaccine from @pfizer. 😷💉😷💉😷💉#COVID #COVID19 #SARSCOV2 #Coronavirus #COVIDVaccine… https://t.co/GNP8zYkYiz,"['firstdose', 'of', 'COVIDvaccine', 'COVID', 'COVID19', 'SARSCOV2', 'Coronavirus', 'COVIDVaccine']",Twitter for iPhone,0,1,False
4744,1354519750131535875,MacDuff,Amherstburg Ontario,I am a fox terrier with an interest in semiotics and structuralism.,2020-12-26 02:31:17,6,99,149,False,2021-01-27 20:00:48,@JustinTrudeau I think it’s time to ask @pfizer to Open Source their vaccine so that countries outside the EU can p… https://t.co/UJP2P3zihh,,Twitter for iPhone,0,0,False
